NU_ANO_CENSO|ID_ALUNO|ID_MATRICULA|NU_DIA|NU_MES|NU_ANO|NU_IDADE_REFERENCIA|NU_IDADE|NU_DURACAO_TURMA|NU_DUR_ATIV_COMP_MESMA_REDE|NU_DUR_ATIV_COMP_OUTRAS_REDES|NU_DUR_AEE_MESMA_REDE|NU_DUR_AEE_OUTRAS_REDES|NU_DIAS_ATIVIDADE|TP_SEXO|TP_COR_RACA|TP_NACIONALIDADE|CO_PAIS_ORIGEM|CO_UF_NASC|CO_MUNICIPIO_NASC|CO_UF_END|CO_MUNICIPIO_END|TP_ZONA_RESIDENCIAL|TP_OUTRO_LOCAL_AULA|IN_TRANSPORTE_PUBLICO|TP_RESPONSAVEL_TRANSPORTE|IN_TRANSP_VANS_KOMBI|IN_TRANSP_MICRO_ONIBUS|IN_TRANSP_ONIBUS|IN_TRANSP_BICICLETA|IN_TRANSP_TR_ANIMAL|IN_TRANSP_OUTRO_VEICULO|IN_TRANSP_EMBAR_ATE5|IN_TRANSP_EMBAR_5A15|IN_TRANSP_EMBAR_15A35|IN_TRANSP_EMBAR_35|IN_TRANSP_TREM_METRO|IN_NECESSIDADE_ESPECIAL|IN_CEGUEIRA|IN_BAIXA_VISAO|IN_SURDEZ|IN_DEF_AUDITIVA|IN_SURDOCEGUEIRA|IN_DEF_FISICA|IN_DEF_INTELECTUAL|IN_DEF_MULTIPLA|IN_AUTISMO|IN_SINDROME_ASPERGER|IN_SINDROME_RETT|IN_TRANSTORNO_DI|IN_SUPERDOTACAO|IN_RECURSO_LEDOR|IN_RECURSO_TRANSCRICAO|IN_RECURSO_INTERPRETE|IN_RECURSO_LIBRAS|IN_RECURSO_LABIAL|IN_RECURSO_BRAILLE|IN_RECURSO_AMPLIADA_16|IN_RECURSO_AMPLIADA_20|IN_RECURSO_AMPLIADA_24|IN_RECURSO_NENHUM|TP_INGRESSO_FEDERAIS|TP_MEDIACAO_DIDATICO_PEDAGO|IN_ESPECIAL_EXCLUSIVA|IN_REGULAR|IN_EJA|IN_PROFISSIONALIZANTE|TP_ETAPA_ENSINO|ID_TURMA|CO_CURSO_EDUC_PROFISSIONAL|TP_UNIFICADA|TP_TIPO_TURMA|CO_ENTIDADE|CO_REGIAO|CO_MESORREGIAO|CO_MICRORREGIAO|CO_UF|CO_MUNICIPIO|CO_DISTRITO|TP_DEPENDENCIA|TP_LOCALIZACAO|TP_CATEGORIA_ESCOLA_PRIVADA|IN_CONVENIADA_PP|TP_CONVENIO_PODER_PUBLICO|IN_MANT_ESCOLA_PRIVADA_EMP|IN_MANT_ESCOLA_PRIVADA_ONG|IN_MANT_ESCOLA_PRIVADA_SIND|IN_MANT_ESCOLA_PRIVADA_SIST_S|IN_MANT_ESCOLA_PRIVADA_S_FINS|TP_REGULAMENTACAO|TP_LOCALIZACAO_DIFERENCIADA|IN_EDUCACAO_INDIGENA
2018|71CAC75540AB347C212B4368ED14B355|303902361|5|11|1999|18|19|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|13230240||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|7756F0A1CECD1886768943BA6A0CAF34|303902649|25|6|1995|22|23|260|0|0|0|0|5|2|3|1|76|31|3132107|31|3135209|2|3|1|2|0|0|1|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|13230286||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|6A981E62877FC12682D6A524ACF1F30C|306469810|25|6|1998|19|20|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|1|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|13349177||0|0|31269875|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|639C257ACD955270BC025FA982FBE571|306469846|12|2|1999|19|19|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|13349176||0|0|31269875|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|48C85599F24C91A63CC22B625A5EE459|303896163|31|5|2000|18|18|210|0|0|0|0|5|2|5|1|76|31|3139300|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|1|0|0|||||||||||||||||||||||||1|0|1|0|0|27|13229966||0|0|31361461|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|D013CC6DDD92437283429118507B3DB1|303896517|7|6|1998|19|20|210|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|13229966||0|0|31361461|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|B0B413FC89B76645CA10EF0F3D1F48EF|298372250|5|8|1999|18|19|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|1|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|12983407||0|0|31356786|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|CCF0EB27BE6F4D395CD65267E8DD64D2|298372487|22|5|1999|19|19|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|12983407||0|0|31356786|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|74F83FB2992CBAEE24F1A649A458E75C|304030768|20|8|1999|18|19|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|13234797||0|0|31338745|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|A31DCF0F9C50E2ACD037761F7C9373F3|304030769|8|7|1998|19|20|260|0|0|0|0|5|1|5|1|76|31|3139300|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|13234797||0|0|31338745|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|8ED4BE0F27799F4BBD1D6960EAC42C35|306469855|1|6|1991|26|27|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|1|0|1|0|||||||||||||||||||||||||1|0|1|0|0|27|13349177||0|0|31269875|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|CB35E02BC20ABEAECAD90A6934A0611C|303902465|12|3|2000|18|18|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|13230240||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|81B08692DC5CE5D30D726F12CA0F5667|303903055|24|4|1998|20|20|260|0|0|0|0|5|2|1|1|76|31|3132107|31|3132107|2|3|1|2|0|0|1|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|13230286||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|9EC81B66CE5173974FE6E0A2F2A051B7|304025569|31|5|2000|18|18|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|1|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|13232803||0|0|31297518|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|078D3F5CA89E03CA6E0DCEBB6D9D41D2|306471689|21|8|1992|25|26|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|1|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|13349176||0|0|31269875|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|10B03B2DCC0DE5DE81BBF4BD3C265529|298372228|10|9|1997|20|21|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|12983407||0|0|31356786|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|F0B0F871CC4642BBDCAB389AF7BE9D3A|303902354|17|10|1989|28|29|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|13230240||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|8524F1483B1C7F344EE473DE297C2AEB|303896143|10|5|2001|17|17|210|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|1|0|0|||||||||||||||||||||||||1|0|1|0|0|27|13229966||0|0|31361461|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|D1A72CDAEC043B6964E4E1114852CF5A|303896242|16|5|1986|32|32|210|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|1|0|0|||||||||||||||||||||||||1|0|1|0|0|27|13229966||0|0|31361461|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|1C7B6DB7D757D2769DF634FED7B211CE|296367560|29|10|1999|18|19|260|0|0|0|0|5|2|5|1|76|31|3132107|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|12908021||0|0|31338770|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|C9B887A40390D31D51E23298BD456E84|303882880|22|7|1997|20|21|260|0|0|0|0|5|1|5|1|76|31|3139300|31|3162450|2|3|1|2|1|0|1|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|13229506||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|28408C7BCEE9768A8496D9A560DC5554|304024925|10|5|2001|17|17|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|1|0|0|||||||||||||||||||||||||1|0|1|0|0|27|13232803||0|0|31297518|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|0707A65E5015CB318B079A79EB7D3185|303902349|19|3|2000|18|18|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|13230240||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|D1292408F51A8131B3DE3E1C344B08C2|303902327|15|11|2000|17|18|260|0|0|0|0|5|1|5|1|76|31|3132107|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|13230240||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|A5383DB64B4DA4E267A1521BEFB46FC4|298372245|3|8|2000|17|18|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|12983407||0|0|31356786|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|7F9C6B97569676D6011FAF6AE4AA9F57|296367466|14|1|2001|17|17|260|0|0|0|0|5|2|5|1|76|31|3139300|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|12908021||0|0|31338770|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|A96F5596ACB94687EDF32CC43C76D959|306469884|28|12|2000|17|18|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|1|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|13349176||0|0|31269875|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|B17CF1AA720536CCFF1222CB405D05D3|306469843|20|12|2000|17|18|260|0|0|0|0|5|2|5|1|76|31|3132107|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|1|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|13349176||0|0|31269875|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|AB61FD605A886A4DC02E3DC5DCB98B3B|304030773|10|4|1999|19|19|260|0|0|0|0|5|2|5|1|76|31|3139300|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|13234797||0|0|31338745|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|5ED33CAA313137E268B9DFC8AFC8FE3C|303896175|7|12|1998|19|20|210|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|1|0|0|||||||||||||||||||||||||1|0|1|0|0|27|13229966||0|0|31361461|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|6BAAE75956EDE5265A00432B1F2FDA03|306469889|5|6|2001|16|17|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|1|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|13349177||0|0|31269875|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|5387B3C1F609C77FB70606EC7B453B0F|303882781|25|7|2000|17|18|260|0|0|0|0|5|2|5|1|76|31|3139300|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|13229506||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|B3F2F72C8875793730345568EB3A9FB6|304025072|21|12|1983|34|35|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|1|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|13232803||0|0|31297518|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|9B100D7C391CEFB797C6F50D1E534418|304025575|18|2|1984|34|34|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|1|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|13232803||0|0|31297518|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|ABFD225A5F9F7E63A7009BDD82AD731C|303882774|12|8|2000|17|18|260|0|0|0|0|5|2|5|1|76|31|3132107|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|13229506||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|2728DE064377D07B59661D5138ADBD88|303903777|25|12|1992|25|26|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|13230327||0|0|31338753|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|454A9F3B394BAB789CCD12DDA5F4DC14|303882784|28|1|2001|17|17|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|13229506||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|FE19773253EA017180AC6263191EE2AD|303896212|11|10|1997|20|21|210|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|13229966||0|0|31361461|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|4E5FFADEDAFEEECE3083D5EB5517007E|304025579|29|10|1995|22|23|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|1|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|13232803||0|0|31297518|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|BF3DDAEFD085326740C2CC492F213C97|303903650|23|5|1999|19|19|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|13230327||0|0|31338753|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|D8633D804913E3DA65CEC20A99D9287A|303903889|18|7|1991|26|27|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|13230327||0|0|31338753|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|C9A39968FD179BF9C36B05862D79B112|296367551|27|7|1999|18|19|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|1|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|12908021||0|0|31338770|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|7F1FEB6A5987C47542EC7B308BBFA1F1|303896094|30|10|1995|22|23|210|0|0|0|0|5|2|5|1|76|31|3139300|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|1|0|0|||||||||||||||||||||||||1|0|1|0|0|27|13229966||0|0|31361461|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|EBA69934C824B0BB85D5C215DA6D65B9|306469851|29|11|1998|19|20|260|0|0|0|0|5|1|5|1|76|31|3139300|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|13349176||0|0|31269875|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|0017C1AB2C3765B83459C1324E3A4427|303882771|20|6|2000|17|18|260|0|0|0|0|5|2|5|1|76|31|3139300|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|13229506||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|67487E2FCD1DD994E124575E89828C77|303902469|9|5|2001|17|17|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|13230240||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|CDB88F96D48A9B704C6E7821B85EEE4E|303896365|12|1|2001|17|17|210|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|1|0|0|||||||||||||||||||||||||1|0|1|0|0|27|13229966||0|0|31361461|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|0EB1268A72D52EF900E45191B209430F|304030777|23|10|1996|21|22|260|0|0|0|0|5|1|5|1|76|31|3139300|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|13234797||0|0|31338745|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|5707DCA7A9B6C9C631405099A5614AAF|303902358|24|12|2000|17|18|260|0|0|0|0|5|2|5|1|76|31|3132107|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|13230240||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|1D56EF3DC09715EF7005938A670AB8B9|304025710|14|1|1982|36|36|260|0|0|0|0|5|2|5|1|76|31|3132107|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|1|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|13232803||0|0|31297518|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|1CE5E7D5A35FB220E453117694A79F77|304030797|19|9|1999|18|19|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|1|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|13234797||0|0|31338745|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|23F67D78DCB81E744148884C39AA08F6|303902367|31|12|1998|19|20|260|0|0|0|0|5|1|5|1|76|31|3132107|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|13230240||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|1AAF70719B0DE4C993E6A0572D58B13D|306470008|14|12|1992|25|26|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|1|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|13349176||0|0|31269875|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|53CFDAD3BBCCB60EA78EDA1EE115F47E|298372991|31|5|1999|19|19|260|0|0|0|0|5|2|5|1|76|31|3139300|26|2602803|2|3|1|2|0|0|1|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|12983407||0|0|31356786|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|3E9DB12C2E6F24CABDF0D17B658DE1FC|303902456|26|10|1991|26|27|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|13230294||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|96FAE407E7E727030146A4B34D887E68|304025568|5|10|1998|19|20|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|1|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|13232803||0|0|31297518|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|A59BFF407316288E61746A769B3CBD51|304025574|10|12|1999|18|19|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|13232803||0|0|31297518|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|E0ACDBF26C048BB3E99A6C589AAB10AC|303882776|17|1|2001|17|17|260|0|0|0|0|5|1|5|1|76|31|3139300|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|13229506||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|AABF99AECBA677892A636ADBF1FE1E23|296367455|25|6|2000|17|18|260|0|0|0|0|5|2|5|1|76|31|3139300|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|12908021||0|0|31338770|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|FE16D7A3FDEBE3198451D8E9B8F1688E|304030786|20|10|2000|17|18|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|13234797||0|0|31338745|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|629EA53B03D9695D3F9F6E8AC6D7D5E4|306469814|21|12|1997|20|21|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|1|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|13349176||0|0|31269875|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|3C65D88159ECC804874C268AAEFD6F62|306469852|4|9|2000|17|18|260|0|0|0|0|5|1|5|1|76|31|3132107|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|13349176||0|0|31269875|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|F96804AD1AB2708B667433FD13715E1C|303903642|24|4|1997|21|21|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|13230327||0|0|31338753|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|2F902A586D37E5C1CF6D68B350E64AB0|306469832|10|6|1998|19|20|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|1|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|13349177||0|0|31269875|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|5DFF61E977A5E8CE6C364BC8CD371A9E|304030851|4|1|1988|30|30|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|13234797||0|0|31338745|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|5ABB116F8BF294BD80377103FF9BBCD3|298372241|24|11|2000|17|18|260|0|0|0|0|5|1|5|1|76|31|3132107|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|12983407||0|0|31356786|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|F54ADB4F911716D91A73CDBB732D0C05|296367456|8|5|2000|18|18|260|0|0|0|0|5|2|5|1|76|31|3139300|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|12908021||0|0|31338770|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|B20F40575D21EE10AD982A1DEE2694FD|303902737|14|11|1999|18|19|260|0|0|0|0|5|1|3|1|76|31|3132107|31|3132107|2|3|1|2|0|0|1|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|13230286||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|73C1E636DD597E3230165B4C53CEDC5C|304030804|10|9|1992|25|26|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|13234797||0|0|31338745|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|AF3C4C7FD1166456EC55E3F5300BD0AE|306469833|18|7|1998|19|20|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|1|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|13349177||0|0|31269875|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|CA9A81866FA42B60FE3EF3FCE5505FD5|296367365|23|6|1999|18|19|260|0|0|0|0|5|1|5|1|76|31|3139300|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|12908021||0|0|31338770|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|59CB4EB7D254376FD5F7FAEED03B50A9|327392395|12|1|2000|18|18|260|0|0|0|0|5|2|5|1|76|31|3139300|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|13230240||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|C6F58B375B839EA164C2ECACCAFDF918|303896215|3|3|1998|20|20|210|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|13229966||0|0|31361461|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|7EC06F872D7E583A03EE8A3DB53F8FE0|303902366|21|11|1996|21|22|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|13230294||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
